Date,APPL,ADBE,AMZN,CSCO,CRM,GOOGL,IBM,INTC,MSFT,NFLX,NVDA,NVDA,ORCL
2019-12-11,67.69,303.74,87.44,44.28,156.39,67.21,127.88,57.07,151.7,298.93,54.33,54.33,56.31
2019-12-12,67.86,305.96,88.02,45.67,158.59,67.42,129.37,57.55,153.24,298.44,56.02,56.02,56.47
2019-12-13,68.79,317.94,88.05,45.3,161.13,67.34,128.31,57.79,154.53,298.5,56,56,54.51
2019-12-16,69.96,323.8,88.46,45.98,161.96,68.04,128.23,57.7,155.53,304.21,56.29,56.29,53.99
2019-12-17,70.1,322.85,89.53,46.44,161.63,67.74,128.32,57.3,154.69,315.48,57.07,57.07,52.84
2019-12-18,69.93,324.38,89.2,46.64,161.48,67.6,128.5,57.17,154.37,320.8,57.38,57.38,53.39
2019-12-19,70,327.63,89.61,47.88,163.33,67.82,128.64,57.96,155.71,332.22,58.87,58.87,53.24
2019-12-20,69.86,327.61,89.32,47.45,164.55,67.56,129.63,58.95,157.41,336.9,59.84,59.84,53.6
2019-12-23,71,328.95,89.65,48.1,163.74,67.53,129.59,59.23,157.41,333.1,59.71,59.71,53.71
2019-12-24,71.07,329.64,89.46,47.78,163.25,67.22,129.04,59.41,157.38,333.2,59.65,59.65,53.44
2019-12-26,72.48,331.2,93.44,47.85,164.51,68.12,128.98,59.82,158.67,332.63,59.8,59.8,53.57
2019-12-27,72.45,330.79,93.49,47.77,164.98,67.73,129.32,60.08,158.96,329.09,59.22,59.22,53.46
2019-12-30,72.88,328.34,92.34,47.59,162.44,66.99,126.97,59.62,157.59,323.31,58.08,58.08,52.7
2019-12-31,73.41,329.81,92.39,47.96,162.64,66.97,128.15,59.85,157.7,323.57,58.83,58.83,52.98
2020-01-02,75.09,334.43,94.9,48.42,166.99,68.43,129.46,60.84,160.62,329.81,59.98,59.98,53.95
2020-01-03,74.36,331.81,93.75,47.63,166.17,68.08,128.43,60.1,158.62,325.9,59.02,59.02,53.76
2020-01-06,74.95,333.71,95.14,47.8,173.45,69.89,128.2,59.93,159.03,335.83,59.26,59.26,54.04
2020-01-07,74.6,333.39,95.34,47.49,176,69.76,128.29,58.93,157.58,330.75,59.98,59.98,54.16
2020-01-08,75.8,337.87,94.6,47.52,177.33,70.25,129.36,58.97,160.09,339.26,60.1,60.1,54.13
2020-01-09,77.41,340.45,95.05,47.32,179.6,70.99,130.73,59.3,162.09,335.66,60.76,60.76,54.38
2020-01-10,77.58,339.81,94.16,47.13,180.2,71.45,130.68,58.94,161.34,329.05,61.08,61.08,54.45
2020-01-13,79.24,345.63,94.57,47.97,183.85,72,130.59,59.59,163.28,338.92,62.99,62.99,54.58
2020-01-14,78.17,344.63,93.47,47.79,182.12,71.53,129.85,59.43,162.13,338.69,61.82,61.82,54.88
2020-01-15,77.83,342.94,93.1,48.01,181.06,71.96,130.61,58.94,163.18,339.07,61.39,61.39,54.76
2020-01-16,78.81,345.38,93.9,49.05,182.69,72.51,131.91,59.66,166.17,338.62,62.23,62.23,55.43
2020-01-17,79.68,349.74,93.24,49.02,182.23,73.98,132.23,59.6,167.1,339.67,62.32,62.32,55.13
2020-01-21,79.14,350,94.6,48.8,185.27,74.11,133.05,60.55,166.5,338.11,61.99,61.99,55.22
2020-01-22,79.43,350.06,94.37,49.07,182.75,74.19,137.56,62.73,165.7,326,62.53,62.53,54.72
2020-01-23,79.81,351.76,94.23,49,183.98,74.23,136.59,63.32,166.72,349.6,63.22,63.22,54.98
2020-01-24,79.58,351.37,93.08,48.85,182.11,73.31,134.38,68.47,165.04,353.16,62.62,62.62,54.07
2020-01-27,77.24,346.9,91.42,47.47,180.71,71.59,132.52,65.69,162.28,342.88,60.05,60.05,52.69
2020-01-28,79.42,354.63,92.66,47.77,182.85,72.53,133.41,67.31,165.46,348.52,61.99,61.99,53.46
2020-01-29,81.08,351.66,92.9,47.05,181.77,72.83,131.63,66.33,168.04,343.16,61.38,61.38,53.2
2020-01-30,80.97,356.74,93.53,47.24,185.67,72.71,130.76,66.47,172.78,347.74,61.45,61.45,53.31
2020-01-31,77.38,351.14,100.44,45.97,182.31,71.64,137.41,63.93,170.23,345.09,59.11,59.11,52.45
2020-02-03,77.17,358,100.21,46.53,185.42,74.13,139.84,64.42,174.38,358,60.08,60.08,53.09
2020-02-04,79.71,366.74,102.48,47.62,188.34,72.27,142.55,65.46,180.12,369.01,61.78,61.78,54.04
2020-02-05,80.36,365.55,101.99,48.45,185.49,72.3,149.46,67.34,179.9,369.67,62.69,62.69,54.74
2020-02-06,81.3,367.46,102.51,48.69,186.73,73.8,149.87,67.09,183.63,366.95,63.56,63.56,54.71
2020-02-07,80.01,366.09,103.96,47.97,185.72,73.96,146.66,66.02,183.89,366.77,62.9,62.9,54.72
2020-02-10,80.39,370,106.7,48.87,189.12,75.43,147.64,66.39,188.7,371.07,65.74,65.74,54.99
2020-02-11,79.9,369.28,107.54,49.13,189.11,75.5,146.73,67.41,184.44,373.69,66.97,66.97,55.15
2020-02-12,81.8,374.29,108,49.93,189.46,75.93,148.48,67.46,184.71,380.01,68.14,68.14,55.73
2020-02-13,81.22,374.84,107.49,47.32,188.64,75.67,147.52,67.44,183.71,381.4,67.7,67.7,55.31
2020-02-14,81.24,379.67,106.74,46.97,189.95,75.94,144.07,67.27,185.35,380.4,72.45,72.45,55.47
2020-02-18,79.75,378.85,107.78,46.59,191.09,75.97,144.46,66.14,187.23,387.78,74.14,74.14,55.45
2020-02-19,80.9,383.28,108.51,46.29,192.87,76.24,144.23,67.11,187.28,386.19,78.68,78.68,55.44
2020-02-20,80.07,378.96,107.65,46.85,193.36,75.85,144.57,65.45,184.42,386,77.18,77.18,55.51
2020-02-21,78.26,372.95,104.8,46.3,189.5,74.17,143.25,64.34,178.59,380.07,73.52,73.52,54.68
2020-02-24,74.54,357.41,100.46,44,185.94,70.99,139.99,61.76,170.89,368.7,68.32,68.32,52.65
2020-02-25,72.02,347.8,98.64,42.74,181.27,69.32,135.48,59.73,168.07,360.09,65.51,65.51,50.96
2020-02-26,73.16,351.34,98.98,42.16,178.87,69.52,133.6,59.65,170.17,379.24,66.91,66.91,52.05
2020-02-27,68.38,337.52,94.21,40.04,172.15,65.75,127.26,55.83,158.18,371.71,63.15,63.15,50.78
2020-02-28,68.34,345.12,94.19,39.93,170.4,66.96,124.43,55.52,162.01,369.03,67.52,67.52,49.46
2020-03-02,74.7,360.28,97.7,41.17,176.76,69.32,128.39,58.18,172.79,381.05,69.11,69.11,50.9
2020-03-03,72.33,348.34,95.45,40.04,169.37,66.89,123.23,55.97,164.51,368.77,66.47,66.47,48.85
2020-03-04,75.68,363.85,98.79,41.39,175.69,69.08,128.32,58.68,170.55,383.79,71.13,71.13,50.54
2020-03-05,73.23,351.03,96.2,39.57,169.6,65.74,123.85,56.96,166.27,372.78,68.32,68.32,48
2020-03-06,72.26,336.77,95.05,39.68,164.08,64.79,122.11,55.77,161.57,368.97,66.51,66.51,47.37
2020-03-09,66.54,305.79,90.03,37.96,151.21,60.79,112.63,50.85,150.62,346.49,61.36,61.36,46.01
2020-03-10,71.33,332.38,94.59,40.08,161.34,63.76,119.28,53.98,160.92,364.13,65.27,65.27,48.58
2020-03-11,68.86,315.23,91.04,37.05,154.57,60.54,112.78,51.66,153.63,349.92,61.62,61.62,44.72
2020-03-12,62.06,285,83.83,33.2,140.59,55.58,98.29,45.54,139.06,315.25,54.08,54.08,39.8
2020-03-13,69.49,335.5,89.25,37.64,147.78,60.71,103.2,54.43,158.83,336.3,60.21,60.21,47.93
2020-03-16,60.55,286.03,84.46,33.71,124.3,53.65,94.72,44.61,135.42,298.84,49.1,49.1,42.72
2020-03-17,63.22,311.81,90.39,35.5,135.42,55.9,101.96,50.08,146.57,319.75,54.32,54.32,46.86
2020-03-18,61.67,294.61,91.5,37.12,132.24,54.56,99,47.61,140.4,315.47,50.71,50.71,47.27
2020-03-19,61.2,307.51,94.05,37.71,139.46,55.58,95.93,45.94,142.71,332.03,53.24,53.24,45.07
2020-03-20,57.31,295.34,92.3,35.6,139.35,53.41,91.2,45.83,137.35,332.83,51.44,51.44,45.65
2020-03-23,56.09,307.27,95.14,34.6,140.52,52.71,90.6,49.58,135.98,360.27,53.17,53.17,44.19
2020-03-24,61.72,310,97,38.6,153.64,56.5,100.84,52.4,148.34,357.32,62.29,62.29,47.84
2020-03-25,61.38,305.91,94.29,37.67,147.06,55.08,101.2,51.26,146.92,342.39,61.4,61.4,45.94
2020-03-26,64.61,322.67,97.77,40.58,154.73,58.15,107.93,55.54,156.11,362.99,64.31,64.31,50.48
2020-03-27,61.94,305.83,95,38.82,146,55.51,103.28,52.37,149.7,357.12,63.18,63.18,49.83
2020-03-30,63.7,318.39,98.2,40.32,149.85,57.32,107.96,55.49,160.23,370.96,66.4,66.4,50.36
2020-03-31,63.57,318.24,97.49,39.31,143.98,58.1,106.05,54.12,157.71,375.5,65.9,65.9,48.33
2020-04-01,60.23,301.21,95.39,38.33,134.06,55.11,100.52,51.88,152.11,364.08,60.77,60.77,48.71
2020-04-02,61.23,303.96,95.94,39.8,134.32,55.85,105.16,54.35,155.26,370.08,63.87,63.87,49.8
2020-04-03,60.35,293.61,95.33,39.06,134.31,54.63,101.66,54.13,153.83,361.76,60.98,60.98,49.4
2020-04-06,65.62,319.13,99.88,41.43,147.55,59.16,109.77,58.43,165.27,379.96,67.1,67.1,51.49
2020-04-07,64.86,308.93,100.58,40.64,145.07,59.13,109.89,58.4,163.49,372.28,64.76,64.76,50.76
2020-04-08,66.52,317.18,102.15,41.74,151.12,60.35,114.04,58.98,165.13,371.12,66.74,66.74,52.13
2020-04-09,67,318.7,102.14,41.2,154.55,60.33,116.16,57.14,165.14,370.72,65.74,65.74,53.18
2020-04-13,68.31,320.65,108.44,41.22,152.5,60.52,115.82,58.7,165.51,396.72,67.46,67.46,52.97
2020-04-14,71.76,340.77,114.17,42.78,157.71,63.26,118.46,60.66,173.7,413.55,70.99,70.99,54
2020-04-15,71.11,332.55,115.38,41.52,155.63,62.87,113.47,58.87,171.88,426.75,70.21,70.21,53.16
2020-04-16,71.67,342.7,120.41,41.5,157.06,62.87,110.64,60.79,177.04,439.17,73.68,73.68,53.7
2020-04-17,70.7,344.11,118.75,42.48,162.62,63.95,114.84,60.36,178.6,422.96,73.08,73.08,54.62
2020-04-20,69.23,344.88,119.68,42.54,162.76,63.06,115.11,59.18,175.06,437.49,71.76,71.76,53.91
2020-04-21,67.09,328.99,116.41,40.55,150.56,60.61,111.63,56.36,167.82,433.83,67.38,67.38,51.31
2020-04-22,69.03,336.77,118.17,41.76,154.14,62.92,114.06,60.1,173.52,421.42,71.54,71.54,52.27
2020-04-23,68.76,335.37,119.97,41.62,151.72,63.56,116.01,59.04,171.42,426.7,71,71,51.97
2020-04-24,70.74,344.1,120.51,42.52,153.98,63.83,119.24,59.26,174.55,424.99,72.4,72.4,53.01
2020-04-27,70.79,348.5,118.8,43.06,157.63,63.54,120.38,59.47,174.05,421.38,74.27,74.27,53.37
2020-04-28,69.64,333.45,115.7,42.49,154.46,61.63,120.72,58.75,169.81,403.83,72.84,72.84,53.2
2020-04-29,71.93,349.17,118.64,43.34,160.43,67.11,123.03,61.8,177.43,411.89,74.61,74.61,53.88
2020-04-30,73.45,353.64,123.7,42.38,161.95,67.33,120.04,59.98,179.21,419.85,73.07,73.07,52.97
2020-05-01,72.27,343.84,114.3,40.92,156.37,65.87,116.51,57.47,174.57,415.27,70.7,70.7,51.79
2020-05-04,73.29,349.11,115.8,41.35,161.47,66.14,116.33,57.99,178.84,428.15,72.82,72.82,51.75
2020-05-05,74.39,356.13,115.89,41.46,163.25,67.45,117.19,58.75,180.76,424.68,73.43,73.43,52.05
2020-05-06,75.16,362.52,117.56,41.15,163.67,67.27,117.75,59.18,182.54,434.26,74.45,74.45,51.86
2020-05-07,75.93,366.78,118.38,41.37,169.9,68.46,115.9,59.17,183.6,436.53,76.22,76.22,52.6
2020-05-08,77.53,367.51,118.98,42.99,175.9,69.22,117.58,59.67,184.68,435.55,78.13,78.13,53.57
2020-05-11,78.75,371.42,120.45,43.32,182.67,70.18,117.2,60.13,186.74,440.52,80.65,80.65,53.53
2020-05-12,77.85,365.1,117.85,43.22,177.54,68.76,114.97,58.39,182.51,431.82,78.03,78.03,52.27
2020-05-13,76.91,358.56,118.4,41.95,169.64,67.42,110.64,57.74,179.75,438.27,77.8,77.8,51.65
2020-05-14,77.39,355.39,119.44,43.85,167,67.84,111.81,59.08,180.53,441.95,80.31,80.31,52.91
2020-05-15,76.93,365.3,120.49,44.27,171.33,68.65,111.84,58.28,183.16,454.19,84.91,84.91,52.92
2020-05-18,78.74,367.97,121.31,45.06,172.5,69.26,116.21,59.92,184.91,452.58,87.5,87.5,53.15
2020-05-19,78.29,372.2,122.47,44.61,176.04,68.72,115,60.29,183.63,451.04,88.06,88.06,52.34
2020-05-20,79.81,383.63,124.9,45.44,176.93,70.46,116.04,63.1,185.66,447.67,89.7,89.7,52.9
2020-05-21,79.21,382.17,122.34,44.64,175.26,70.34,113.88,61.98,183.43,436.25,87.75,87.75,52.22
2020-05-22,79.72,385.26,121.84,44.9,177.85,70.66,113.18,62.26,183.51,429.32,90.26,90.26,52.62
2020-05-26,79.18,376.63,121.09,44.84,176.52,71.07,116.41,62.34,181.57,414.77,87.18,87.18,52.78
2020-05-27,79.53,375.17,120.52,45.96,176.6,71.01,120.02,63.56,181.81,419.89,85.25,85.25,53.2
2020-05-28,79.56,379.83,120.06,45.6,181.1,70.91,119.05,61.7,181.4,413.44,84.87,84.87,53.62
2020-05-29,79.49,386.6,122.12,47.82,174.79,71.68,119.41,62.93,183.25,419.73,88.75,88.75,53.77
2020-06-01,80.46,389.68,123.55,46.3,176.36,71.74,119.4,61.86,182.83,425.92,88.06,88.06,53.06
2020-06-02,80.83,390.44,123.62,46.89,174.23,72.12,120.46,62.12,184.91,427.31,88.25,88.25,53.28
2020-06-03,81.28,389.92,123.92,46.94,174.99,71.96,123.37,61.93,185.36,421.97,87.7,87.7,53.49
2020-06-04,80.58,385.8,123.03,46.86,171.44,70.71,123.22,62.97,182.92,414.33,87.67,87.67,52.85
2020-06-05,82.88,392.9,124.15,47.83,173.88,72,126.25,64.34,187.2,419.6,89.2,89.2,53.98
2020-06-08,83.36,397.78,126.2,48.13,176.55,72.4,129.78,63.67,188.36,419.49,88.05,88.05,55.1
2020-06-09,86,397.16,130.04,48.05,174.56,72.6,126.07,63.04,189.8,434.05,90.46,90.46,54.18
2020-06-10,88.21,406.82,132.37,47.42,182.1,73.24,124.16,63.87,196.84,434.48,93.67,93.67,54.11
2020-06-11,83.97,387.67,127.9,43.67,172.05,70.1,112.82,59.7,186.27,425.56,87.96,87.96,51.31
2020-06-12,84.7,406.54,127.25,45.07,175.11,70.65,116.55,59.33,187.74,418.07,89.32,89.32,51.86
2020-06-15,85.75,401.34,128.63,45.35,178.61,71.04,116.3,60.1,188.94,425.5,91.74,91.74,53.25
2020-06-16,88.02,411.67,130.76,46.48,180.48,72.32,119.65,60.4,193.57,436.13,90.68,90.68,54.59
2020-06-17,87.9,413.49,132.05,46.17,181.4,72.63,118.69,60.49,194.24,447.77,92.36,92.36,51.52
2020-06-18,87.93,420.46,132.7,45.83,187.66,71.71,118.7,60.08,196.32,449.87,92.18,92.18,53.69
2020-06-19,87.43,428.01,133.75,45.32,186.95,71.23,117.08,59.62,195.15,453.72,92.61,92.61,54.4
2020-06-22,89.72,438.64,135.69,45.16,191.65,72.53,115.75,60.09,200.57,468.04,95.27,95.27,55.12
2020-06-23,91.63,440.55,138.22,45.47,189.06,73.2,114.16,59.92,201.91,466.26,94.5,94.5,55.19
2020-06-24,90.01,431.68,136.72,44.75,185.55,71.64,111.3,59.09,197.84,457.85,92.36,92.36,54.44
2020-06-25,91.21,436.95,137.73,45.22,188.34,72.06,113.8,58.51,200.34,465.91,94.9,94.9,54.53
2020-06-26,88.41,426.92,134.64,46.31,183.17,68.13,112.04,57.5,196.33,443.4,91.55,91.55,54.18
2020-06-29,90.45,424.2,134.02,46.15,183.33,69.86,114.48,58.27,198.44,447.24,92,92,54.76
2020-06-30,91.2,435.31,137.94,46.64,187.33,70.9,115.46,59.83,203.51,455.04,94.98,94.98,55.27
2020-07-01,91.03,439.81,143.93,46.06,191.89,72.1,113.33,58.81,204.7,485.64,95.3,95.3,55.49
2020-07-02,91.03,442.95,144.51,45.63,192.53,73.5,114.44,59.13,206.26,476.89,96.12,96.12,55.94
2020-07-06,93.46,452.59,152.85,46.42,197.72,74.98,114.9,59.54,210.7,493.81,98.39,98.39,56.6
2020-07-07,93.17,449.36,150.01,45.63,196.38,74.5,112.41,58.31,208.25,493.16,98.72,98.72,56.31
2020-07-08,95.34,457.68,154.06,45.81,200.28,75.18,112.53,58.61,212.83,502.78,102.16,102.16,56.66
2020-07-09,95.75,460.84,159.13,46.7,200.74,75.93,110.62,58.42,214.32,507.76,105.09,105.09,57.53
2020-07-10,95.92,466.2,160,46.66,198.88,76.95,113.15,59.53,213.67,548.73,104.79,104.79,57.39
2020-07-13,95.48,442.47,155.2,45.93,188.34,75.61,113.96,58.58,207.07,525.5,100.52,100.52,57.01
2020-07-14,97.06,433.78,154.2,46.26,189.56,76.04,115.3,58.98,208.35,524.88,103.77,103.77,57.2
2020-07-15,97.72,433.01,150.44,46.4,188.09,75.84,117.59,59.03,208.04,523.26,102.27,102.27,56.62
2020-07-16,96.52,426.29,149.99,45.78,185.51,75.75,118.56,59.14,203.92,527.39,101.35,101.35,55.82
2020-07-17,96.33,432.42,148.1,46.75,187.78,75.84,119.61,60,202.88,492.99,102.01,102.01,54.9
2020-07-20,98.36,455.27,159.84,46.97,195.09,78.19,120.81,61.15,211.6,502.41,105.11,105.11,55.4
2020-07-21,97,444.28,156.91,47.02,190.8,77.8,120.52,60.7,208.75,490.1,103.29,103.29,55.91
2020-07-22,97.27,445.05,155,46.9,191.31,78.24,123.01,61.05,211.75,489.82,104.39,104.39,56.01
2020-07-23,92.85,431.74,149.33,47.41,188.54,75.84,121.73,60.4,202.54,477.58,101.3,101.3,55.76
2020-07-24,92.61,430.31,150.45,46.4,188.49,75.41,120.26,50.59,201.3,480.45,101.95,101.95,55.65
2020-07-27,94.81,437.1,152.76,47.19,190.96,76.47,120.66,49.57,203.85,495.65,104.21,104.21,55.34
2020-07-28,93.25,432.26,150.02,46.28,189.5,75.18,119,49.24,202.02,488.51,102.15,102.15,55.35
2020-07-29,95.04,436.3,151.68,46.71,193.61,76.18,119.81,48.07,204.06,484.48,104.65,104.65,55.7
2020-07-30,96.19,438.88,152.59,46.44,191.7,76.92,117.5,47.99,203.9,485.8,106.14,106.14,55.25
2020-07-31,106.26,444.32,158.23,47.1,194.85,74.4,117.53,47.73,205.01,488.88,106.15,106.15,55.45
2020-08-03,108.94,447.97,155.59,47.16,203.19,74.14,118.84,48.3,216.54,498.62,110.1,110.1,55.98
2020-08-04,109.67,446.92,156.94,47.67,201.41,73.67,120.31,49.13,213.29,509.64,112.28,112.28,56
2020-08-05,110.06,449.51,160.25,47.33,202.64,73.95,119.93,48.92,212.94,502.11,112.87,112.87,55.5
2020-08-06,113.9,464.11,161.25,47.77,207.79,75.25,120.57,48.57,216.35,509.08,113.36,113.36,55.28
2020-08-07,111.11,449.57,158.37,47.43,201.05,74.92,119.46,48.03,212.48,494.73,112,112,55.23
2020-08-10,112.73,443.29,157.41,47.73,197.16,74.84,121.52,49.22,208.25,483.38,111.65,111.65,54.94
2020-08-11,109.38,435.23,154.03,47.19,191.99,74.03,121.18,48.19,203.38,466.93,108.5,108.5,54.27
2020-08-12,113.01,445.36,158.11,48.1,192.62,75.36,121.13,49.19,209.19,475.47,114.4,114.4,54.17
2020-08-13,115.01,450.02,158.05,42.72,195.14,75.83,119.53,48.56,208.7,481.33,114.43,114.43,54.02
2020-08-14,114.91,447.6,157.4,42.5,193.46,75.23,119.76,48.89,208.9,482.68,115.64,115.64,54.2
2020-08-17,114.61,451.58,159.12,42.09,196.74,75.81,118.97,48.93,210.28,482.35,123.37,123.37,53.99
2020-08-18,115.56,463.51,165.62,41.98,204.01,77.79,119.43,48.65,211.49,491.87,122.61,122.61,55.18
2020-08-19,115.71,462.01,163.02,41.87,205.11,77.23,118.39,48.33,209.7,484.53,121.39,121.39,56.2
2020-08-20,118.28,478.48,164.87,42.31,209.51,78.81,117.73,49.17,214.58,497.9,121.41,121.41,55.26
2020-08-21,124.37,473.22,164.24,42.25,207.53,78.78,117.74,49.28,213.02,492.31,126.83,126.83,55.19
2020-08-24,125.86,476.3,165.37,42.18,208.46,79.26,120.15,49.14,213.69,488.81,127.2,127.2,56.01
2020-08-25,124.82,484.43,167.32,41.96,216.05,80.29,119.16,49.43,216.47,490.58,127.5,127.5,56.09
2020-08-26,126.52,528.49,172.09,42.25,272.32,82.21,118.71,49.55,221.15,547.53,127.73,127.73,57.49
2020-08-27,125.01,510.32,170,42.29,276.32,81.43,119.17,49.4,226.58,526.27,126.28,126.28,57.18
2020-08-28,124.81,516.44,170.09,42.2,271.1,81.97,119.57,50.43,228.91,523.89,131.48,131.48,57.88
2020-08-31,129.04,513.39,172.55,42.22,272.65,81.48,117.89,50.95,225.53,529.56,133.74,133.74,57.22
2020-09-01,134.18,527.95,174.96,42.03,281.25,82.75,117.97,50.79,227.27,556.55,138.21,138.21,57.66
2020-09-02,131.4,533.8,176.57,42.42,276.69,85.87,122.54,52.25,231.65,552.84,143.46,143.46,59.03
2020-09-03,120.88,507.8,168.4,40.95,265.01,81.48,118.98,50.39,217.3,525.75,130.15,130.15,57.1
2020-09-04,120.96,491.94,164.73,40.82,254.7,79.06,116.92,50.08,214.25,516.05,126.22,126.22,55.73
2020-09-08,112.82,462.13,157.49,40,241.27,76.18,115.88,48.91,202.66,507.02,119.13,119.13,55.32
2020-09-09,117.32,479.46,163.43,40.13,250.43,77.36,116.88,49.62,211.29,500.19,127.15,127.15,56.95
2020-09-10,113.49,476.26,158.76,39.57,247.8,76.3,115.26,48.96,205.37,480.67,123.12,123.12,57.33
2020-09-11,112,471.35,155.81,39.88,243.1,75.79,116.12,49.28,204.03,482.03,121.64,121.64,57
2020-09-14,115.36,485.91,155.15,40.37,246.64,75.44,116.72,49.41,205.41,476.26,128.72,128.72,59.46
2020-09-15,115.54,497.67,157.81,40.6,251.68,76.76,117.06,50,208.78,495.99,129.91,129.91,60.94
2020-09-16,112.13,476,153.9,40.42,250.6,75.6,118.76,50.37,205.05,483.86,125.14,125.14,60.43
2020-09-17,110.34,474.3,150.44,40.37,244.53,74.35,119.43,50.32,202.91,470.2,124.64,124.64,60.18
2020-09-18,106.84,467.55,147.75,39.81,242.78,72.55,117.36,49.89,200.39,469.96,121.89,121.89,59.75
2020-09-21,110.08,475.64,148.02,39.04,245.05,71.51,114.96,49.72,202.54,487.35,125.17,125.17,60.82
2020-09-22,111.81,486.78,156.45,39.32,247.78,72.99,115.21,49.95,207.42,491.17,126.38,126.38,60.62
2020-09-23,107.12,470.39,149.99,38.28,235.99,70.47,113.6,48.82,200.59,470.61,121.24,121.24,58.96
2020-09-24,108.22,467.67,150.99,37.85,237.55,71.14,112.9,49.16,203.19,473.08,123.48,123.48,59.3
2020-09-25,112.28,479.78,154.76,38.45,242.74,71.95,113.72,49.94,207.82,482.88,128.74,128.74,59.8
2020-09-28,114.96,488.51,158.7,39.13,246.67,72.93,116.38,51.43,209.44,490.65,130.35,130.35,59.58
2020-09-29,114.09,489.33,157.24,39.06,247.45,73.3,115.62,51.19,207.26,493.48,132.26,132.26,59.47
2020-09-30,115.81,490.43,157.44,39.39,251.32,73.28,116.32,51.78,210.33,500.03,135.3,135.3,59.7
2020-10-01,116.79,499.51,161.06,38.8,253.45,74.39,115.76,52.24,212.46,527.51,136.15,136.15,59.68
2020-10-02,113.02,478.99,156.25,38.27,247.85,72.78,115.27,51.01,206.19,503.06,130.62,130.62,58.83
2020-10-05,116.5,486.47,159.96,38.57,251.53,74.14,116.64,51.69,210.38,520.65,136.43,136.43,59.56
2020-10-06,113.16,478.98,155,38.57,250.14,72.55,116.61,51.37,205.91,505.87,137.37,137.37,59.51
2020-10-07,115.08,493.15,159.78,39.4,259.98,72.96,118.61,52.67,209.83,534.66,139.64,139.64,60.59
2020-10-08,114.97,490.84,159.53,39.79,260.22,74.17,125.71,53.37,210.58,531.79,138.39,138.39,60.89
2020-10-09,116.97,502.16,164.33,39.85,265.98,75.52,122.17,52.82,215.81,539.44,137.63,137.63,61.15
2020-10-12,124.4,510.89,172.15,40.36,267.07,78.23,121.62,53.88,221.4,539.81,142.26,142.26,61.46
2020-10-13,121.1,514.31,172.18,39.81,266.83,78.35,119.6,53.83,222.86,554.09,142.48,142.48,60.97
2020-10-14,121.19,506.31,168.19,39.89,261.83,78.17,120.4,53.55,220.86,541.45,140.95,140.95,60.96
2020-10-15,120.71,501.15,166.93,39.97,257.72,77.77,119.4,53.85,219.66,541.94,139.7,139.7,60.52
2020-10-16,119.02,502.82,163.64,40.16,258.55,78.39,120.39,54.16,219.66,530.79,138.12,138.12,60.29
2020-10-19,115.98,495.2,160.36,39.3,255.01,76.5,120,54.58,214.22,530.72,134.98,134.98,59.62
2020-10-20,117.51,494.58,160.85,39.2,255.97,77.55,112.21,53.43,214.65,525.42,136.46,136.46,59.75
2020-10-21,116.87,495.96,159.25,39.06,254.23,79.3,110,53.5,214.8,489.05,135.25,135.25,59.67
2020-10-22,115.75,483.6,158.82,38.82,249.67,80.33,110.67,53.9,214.89,485.23,133.61,133.61,59.69
2020-10-23,115.04,488.5,160.22,38.82,250.52,81.65,110.9,48.2,216.23,488.28,135.9,135.9,59.9
2020-10-26,115.05,475.2,160.35,37.67,241.98,79.21,107.28,46.72,210.08,488.24,131.41,131.41,57.49
2020-10-27,116.6,478.56,164.32,36.87,250.3,79.94,105.7,45.64,213.25,488.93,133.97,133.97,57.08
2020-10-28,111.2,456.97,158.14,35.71,238.43,75.54,101.96,44.25,202.68,486.24,126.27,126.27,55.59
2020-10-29,115.32,461.11,160.55,35.69,237.14,77.84,104.12,44.11,204.72,504.21,130.24,130.24,56.02
2020-10-30,108.86,447.1,151.81,35.9,232.27,80.81,106.75,44.28,202.47,475.74,125.34,125.34,56.11
2020-11-02,108.77,444.94,150.22,35.9,232.45,81.22,107.94,44.46,202.33,484.12,125.81,125.81,56.45
2020-11-03,110.44,454.02,152.42,36.68,237.13,82.28,109.14,44.85,206.43,487.22,130.2,130.2,56.8
2020-11-04,114.95,487.23,162.06,36.57,250.74,87.29,106.98,45.7,216.39,496.95,137.94,137.94,56.49
2020-11-05,119.03,496.47,166.1,37.23,260.22,88.13,109.72,45.68,223.29,513.76,141.6,141.6,56.66
2020-11-06,118.69,494.63,165.57,37.53,260.15,87.99,109.02,45.39,223.72,514.73,145.62,145.62,56.8
2020-11-09,116.32,471.14,157.19,38.2,259.28,88.07,110.45,45.6,218.39,470.5,136.31,136.31,56.84
2020-11-10,115.97,452,151.75,38.72,247.66,86.89,112.72,45.44,211.01,480.24,127.7,127.7,56.67
2020-11-11,119.49,467.75,156.87,39.33,254.18,87.36,112.05,46.35,216.55,490.76,134.18,134.18,57.2
2020-11-12,119.21,462.58,155.51,38.67,249.42,87.14,109.46,44.95,215.44,486.77,134.57,134.57,56.45
2020-11-13,119.26,469.34,156.44,41.4,249.51,88.61,111.71,45.46,216.51,482.84,132.97,132.97,56.91
2020-11-16,120.3,460.95,156.55,42.54,249.89,88.7,113.15,46.19,217.23,479.1,135.15,135.15,57.15
2020-11-17,119.39,467.95,156.78,41.88,256.17,88.08,112.52,45.53,214.46,480.63,134.22,134.22,57.12
